planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,referenced_planet,harmonic_ratio,luminosity
HD 107148 A d,Aschwaden Prediction,36.6534,0.223188588,HD 107148 A,8.01,5797,51.3,HD 107148 Ab,2 to 1,0.053456436
HD 107148 A b,Aschwaden Prediction,27.49005,0.18423812,HD 107148 A,8.01,5797,51.3,HD 107148 Ab,3 to 2,0.053456436
HD 107148 A c,Aschwaden Prediction,30.5445,0.197644388,HD 107148 A,8.01,5797,51.3,HD 107148 Ab,5 to 3,0.053456436
HD 107148 A b,Aschwaden Prediction,22.908375,0.163151848,HD 107148 A,8.01,5797,51.3,HD 107148 Ab,5 to 4,0.053456436
HD 107148 A c,Aschwaden Prediction,24.4356,0.17032477,HD 107148 A,8.01,5797,51.3,HD 107148 Ab,4 to 3,0.053456436
HD 107148 A b,Aschwaden Prediction,45.81675,0.258987414,HD 107148 A,8.01,5797,51.3,HD 107148 Ab,5 to 2,0.053456436
HD 107148 A c,Aschwaden Prediction,54.9801,0.292459786,HD 107148 A,8.01,5797,51.3,HD 107148 Ab,3 to 1,0.053456436
HD 109271 A d,Aschwaden Prediction,15.7086,0.125404683,HD 109271 A,8.05,5783,62,HD 109271 Ab,2 to 1,0.051522864
HD 109271 A b,Aschwaden Prediction,11.78145,0.103519285,HD 109271 A,8.05,5783,62,HD 109271 Ab,3 to 2,0.051522864
HD 109271 A c,Aschwaden Prediction,13.0905,0.111051968,HD 109271 A,8.05,5783,62,HD 109271 Ab,5 to 3,0.051522864
HD 109271 A b,Aschwaden Prediction,9.817875,0.091671379,HD 109271 A,8.05,5783,62,HD 109271 Ab,5 to 4,0.051522864
HD 109271 A c,Aschwaden Prediction,10.4724,0.095701685,HD 109271 A,8.05,5783,62,HD 109271 Ab,4 to 3,0.051522864
HD 109271 A b,Aschwaden Prediction,19.63575,0.145519244,HD 109271 A,8.05,5783,62,HD 109271 Ab,5 to 2,0.051522864
HD 109271 A c,Aschwaden Prediction,23.5629,0.164326622,HD 109271 A,8.05,5783,62,HD 109271 Ab,3 to 1,0.051522864
HD 110067 h,Aschwaden Prediction,18.227356,0.125880903,HD 110067,8.4,5266,32.22,HD 110067 b,2 to 1,0.037325016
HD 110067 b,Aschwaden Prediction,13.670517,0.103912396,HD 110067,8.4,5266,32.22,HD 110067 b,3 to 2,0.037325016
HD 110067 c,Aschwaden Prediction,15.18946333,0.111473684,HD 110067,8.4,5266,32.22,HD 110067 b,5 to 3,0.037325016
HD 110067 b,Aschwaden Prediction,11.3920975,0.092019499,HD 110067,8.4,5266,32.22,HD 110067 b,5 to 4,0.037325016
HD 110067 c,Aschwaden Prediction,12.15157067,0.096065109,HD 110067,8.4,5266,32.22,HD 110067 b,4 to 3,0.037325016
HD 110067 b,Aschwaden Prediction,22.784195,0.146071849,HD 110067,8.4,5266,32.22,HD 110067 b,5 to 2,0.037325016
HD 110067 c,Aschwaden Prediction,27.341034,0.164950647,HD 110067,8.4,5266,32.22,HD 110067 b,3 to 1,0.037325016
HD 110067 b,Aschwaden Prediction,27.347388,0.165089709,HD 110067,8.4,5266,32.22,HD 110067 c,2 to 1,0.037325016
HD 110067 c,Aschwaden Prediction,20.510541,0.136278552,HD 110067,8.4,5266,32.22,HD 110067 c,3 to 2,0.037325016
HD 110067 b,Aschwaden Prediction,22.78949,0.146194995,HD 110067,8.4,5266,32.22,HD 110067 c,5 to 3,0.037325016
HD 110067 c,Aschwaden Prediction,17.0921175,0.12068131,HD 110067,8.4,5266,32.22,HD 110067 c,5 to 4,0.037325016
HD 110067 b,Aschwaden Prediction,18.231592,0.125987028,HD 110067,8.4,5266,32.22,HD 110067 c,4 to 3,0.037325016
HD 110067 c,Aschwaden Prediction,34.184235,0.191569638,HD 110067,8.4,5266,32.22,HD 110067 c,5 to 2,0.037325016
HD 110067 b,Aschwaden Prediction,41.021082,0.216328718,HD 110067,8.4,5266,32.22,HD 110067 c,3 to 1,0.037325016
HD 110067 c,Aschwaden Prediction,41.039234,0.215886543,HD 110067,8.4,5266,32.22,HD 110067 d,2 to 1,0.037325016
HD 110067 b,Aschwaden Prediction,30.7794255,0.178210415,HD 110067,8.4,5266,32.22,HD 110067 d,3 to 2,0.037325016
HD 110067 c,Aschwaden Prediction,34.19936167,0.191178071,HD 110067,8.4,5266,32.22,HD 110067 d,5 to 3,0.037325016
HD 110067 b,Aschwaden Prediction,25.64952125,0.15781402,HD 110067,8.4,5266,32.22,HD 110067 d,5 to 4,0.037325016
HD 110067 c,Aschwaden Prediction,27.35948933,0.164752267,HD 110067,8.4,5266,32.22,HD 110067 d,4 to 3,0.037325016
HD 110067 b,Aschwaden Prediction,51.2990425,0.250514142,HD 110067,8.4,5266,32.22,HD 110067 d,5 to 2,0.037325016
HD 110067 c,Aschwaden Prediction,61.558851,0.2828914,HD 110067,8.4,5266,32.22,HD 110067 d,3 to 1,0.037325016
HD 110067 b,Aschwaden Prediction,61.586182,0.283351088,HD 110067,8.4,5266,32.22,HD 110067 e,2 to 1,0.037325016
HD 110067 c,Aschwaden Prediction,46.1896365,0.233901169,HD 110067,8.4,5266,32.22,HD 110067 e,3 to 2,0.037325016
HD 110067 b,Aschwaden Prediction,51.32181833,0.250921218,HD 110067,8.4,5266,32.22,HD 110067 e,5 to 3,0.037325016
HD 110067 c,Aschwaden Prediction,38.49136375,0.207130902,HD 110067,8.4,5266,32.22,HD 110067 e,5 to 4,0.037325016
HD 110067 b,Aschwaden Prediction,41.05745467,0.216237351,HD 110067,8.4,5266,32.22,HD 110067 e,4 to 3,0.037325016
HD 110067 c,Aschwaden Prediction,76.9827275,0.328799811,HD 110067,8.4,5266,32.22,HD 110067 e,5 to 2,0.037325016
HD 110067 b,Aschwaden Prediction,92.379273,0.371294962,HD 110067,8.4,5266,32.22,HD 110067 e,3 to 1,0.037325016
HD 110067 c,Aschwaden Prediction,82.11708,0.343354848,HD 110067,8.4,5266,32.22,HD 110067 f,2 to 1,0.037325016
HD 110067 b,Aschwaden Prediction,61.58781,0.283433182,HD 110067,8.4,5266,32.22,HD 110067 f,3 to 2,0.037325016
HD 110067 c,Aschwaden Prediction,68.4309,0.304057476,HD 110067,8.4,5266,32.22,HD 110067 f,5 to 3,0.037325016
HD 110067 b,Aschwaden Prediction,51.323175,0.250993916,HD 110067,8.4,5266,32.22,HD 110067 f,5 to 4,0.037325016
HD 110067 c,Aschwaden Prediction,54.74472,0.262028789,HD 110067,8.4,5266,32.22,HD 110067 f,4 to 3,0.037325016
HD 110067 b,Aschwaden Prediction,102.64635,0.398428007,HD 110067,8.4,5266,32.22,HD 110067 f,5 to 2,0.037325016
HD 110067 c,Aschwaden Prediction,123.17562,0.449922131,HD 110067,8.4,5266,32.22,HD 110067 f,3 to 1,0.037325016
HD 110113 d,Aschwaden Prediction,5.082,0.055559037,HD 110113,10,5732,106.3,HD 110113 b,2 to 1,0.008550667
HD 110113 b,Aschwaden Prediction,3.8115,0.045862974,HD 110113,10,5732,106.3,HD 110113 b,3 to 2,0.008550667
HD 110113 c,Aschwaden Prediction,4.235,0.049200239,HD 110113,10,5732,106.3,HD 110113 b,5 to 3,0.008550667
HD 110113 b,Aschwaden Prediction,3.17625,0.040613902,HD 110113,10,5732,106.3,HD 110113 b,5 to 4,0.008550667
HD 110113 c,Aschwaden Prediction,3.388,0.04239948,HD 110113,10,5732,106.3,HD 110113 b,4 to 3,0.008550667
HD 110113 b,Aschwaden Prediction,6.3525,0.064470551,HD 110113,10,5732,106.3,HD 110113 b,5 to 2,0.008550667
HD 110113 c,Aschwaden Prediction,7.623,0.072802934,HD 110113,10,5732,106.3,HD 110113 b,3 to 1,0.008550667
HD 134606 A g,Aschwaden Prediction,8.6406,0.083656035,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ab,2 to 1,0.155596563
HD 134606 A b,Aschwaden Prediction,6.48045,0.069056536,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ab,3 to 2,0.155596563
HD 134606 A c,Aschwaden Prediction,7.2005,0.074081502,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ab,5 to 3,0.155596563
HD 134606 A b,Aschwaden Prediction,5.400375,0.061152933,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ab,5 to 4,0.155596563
HD 134606 A c,Aschwaden Prediction,5.7604,0.063841503,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ab,4 to 3,0.155596563
HD 134606 A b,Aschwaden Prediction,10.80075,0.09707423,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ab,5 to 2,0.155596563
HD 134606 A c,Aschwaden Prediction,12.9609,0.109620417,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ab,3 to 1,0.155596563
HD 134606 A b,Aschwaden Prediction,24.166,0.162391128,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ac,2 to 1,0.155596563
HD 134606 A c,Aschwaden Prediction,18.1245,0.134050922,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ac,3 to 2,0.155596563
HD 134606 A b,Aschwaden Prediction,20.13833333,0.143805269,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ac,5 to 3,0.155596563
HD 134606 A c,Aschwaden Prediction,15.10375,0.118708634,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ac,5 to 4,0.155596563
HD 134606 A b,Aschwaden Prediction,16.11066667,0.123927624,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ac,4 to 3,0.155596563
HD 134606 A c,Aschwaden Prediction,30.2075,0.188438211,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ac,5 to 2,0.155596563
HD 134606 A b,Aschwaden Prediction,36.249,0.212792575,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ac,3 to 1,0.155596563
HD 134606 A c,Aschwaden Prediction,53.83,0.283192348,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ad,2 to 1,0.155596563
HD 134606 A b,Aschwaden Prediction,40.3725,0.233770132,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ad,3 to 2,0.155596563
HD 134606 A c,Aschwaden Prediction,44.85833333,0.250780646,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ad,5 to 3,0.155596563
HD 134606 A b,Aschwaden Prediction,33.64375,0.207014862,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ad,5 to 4,0.155596563
HD 134606 A c,Aschwaden Prediction,35.88666667,0.216116209,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ad,4 to 3,0.155596563
HD 134606 A b,Aschwaden Prediction,67.2875,0.32861561,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ad,5 to 2,0.155596563
HD 134606 A c,Aschwaden Prediction,80.745,0.371086954,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ad,3 to 1,0.155596563
HD 134606 A b,Aschwaden Prediction,119.038,0.470188192,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ae,2 to 1,0.155596563
HD 134606 A c,Aschwaden Prediction,89.2785,0.3881318,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ae,3 to 2,0.155596563
HD 134606 A b,Aschwaden Prediction,99.19833333,0.416374592,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ae,5 to 3,0.155596563
HD 134606 A c,Aschwaden Prediction,74.39875,0.343709653,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ae,5 to 4,0.155596563
HD 134606 A b,Aschwaden Prediction,79.35866667,0.358820746,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ae,4 to 3,0.155596563
HD 134606 A c,Aschwaden Prediction,148.7975,0.545605065,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ae,5 to 2,0.155596563
HD 134606 A b,Aschwaden Prediction,178.557,0.616120828,HD 134606 A,6.85,5624.92,26.5,HD 134606 Ae,3 to 1,0.155596563
HD 13808 d,Aschwaden Prediction,28.3548,0.166835851,HD 13808,8.38,5448.139313,28.6,HD 13808 b,2 to 1,0.03801894
HD 13808 b,Aschwaden Prediction,21.2661,0.13771996,HD 13808,8.38,5448.139313,28.6,HD 13808 b,3 to 2,0.03801894
HD 13808 c,Aschwaden Prediction,23.629,0.147741289,HD 13808,8.38,5448.139313,28.6,HD 13808 b,5 to 3,0.03801894
HD 13808 b,Aschwaden Prediction,17.72175,0.121957747,HD 13808,8.38,5448.139313,28.6,HD 13808 b,5 to 4,0.03801894
HD 13808 c,Aschwaden Prediction,18.9032,0.127319583,HD 13808,8.38,5448.139313,28.6,HD 13808 b,4 to 3,0.03801894
HD 13808 b,Aschwaden Prediction,35.4435,0.193595855,HD 13808,8.38,5448.139313,28.6,HD 13808 b,5 to 2,0.03801894
HD 13808 c,Aschwaden Prediction,42.5322,0.21861681,HD 13808,8.38,5448.139313,28.6,HD 13808 b,3 to 1,0.03801894
HD 141399 f,Aschwaden Prediction,188.88,0.658771437,HD 141399,7.2,5600,36.17,HD 141399 b,2 to 1,0.112719746
HD 141399 b,Aschwaden Prediction,141.66,0.543803839,HD 141399,7.2,5600,36.17,HD 141399 b,3 to 2,0.112719746
HD 141399 c,Aschwaden Prediction,157.4,0.58337426,HD 141399,7.2,5600,36.17,HD 141399 b,5 to 3,0.112719746
HD 141399 b,Aschwaden Prediction,118.05,0.481564841,HD 141399,7.2,5600,36.17,HD 141399 b,5 to 4,0.112719746
HD 141399 c,Aschwaden Prediction,125.92,0.502736697,HD 141399,7.2,5600,36.17,HD 141399 b,4 to 3,0.112719746
HD 141399 b,Aschwaden Prediction,236.1,0.764436536,HD 141399,7.2,5600,36.17,HD 141399 b,5 to 2,0.112719746
HD 141399 c,Aschwaden Prediction,283.32,0.863234787,HD 141399,7.2,5600,36.17,HD 141399 b,3 to 1,0.112719746
HD 141399 b,Aschwaden Prediction,403.98,1.093719325,HD 141399,7.2,5600,36.17,HD 141399 c,2 to 1,0.112719746
HD 141399 c,Aschwaden Prediction,302.985,0.90284541,HD 141399,7.2,5600,36.17,HD 141399 c,3 to 2,0.112719746
HD 141399 b,Aschwaden Prediction,336.65,0.968541844,HD 141399,7.2,5600,36.17,HD 141399 c,5 to 3,0.112719746
HD 141399 c,Aschwaden Prediction,252.4875,0.799513677,HD 141399,7.2,5600,36.17,HD 141399 c,5 to 4,0.112719746
HD 141399 b,Aschwaden Prediction,269.32,0.834664059,HD 141399,7.2,5600,36.17,HD 141399 c,4 to 3,0.112719746
HD 141399 c,Aschwaden Prediction,504.975,1.269148851,HD 141399,7.2,5600,36.17,HD 141399 c,5 to 2,0.112719746
HD 141399 b,Aschwaden Prediction,605.97,1.433177754,HD 141399,7.2,5600,36.17,HD 141399 c,3 to 1,0.112719746
HD 141399 c,Aschwaden Prediction,2139.6,3.317668199,HD 141399,7.2,5600,36.17,HD 141399 d,2 to 1,0.112719746
HD 141399 b,Aschwaden Prediction,1604.7,2.738674757,HD 141399,7.2,5600,36.17,HD 141399 d,3 to 2,0.112719746
HD 141399 c,Aschwaden Prediction,1783,2.937957117,HD 141399,7.2,5600,36.17,HD 141399 d,5 to 3,0.112719746
HD 141399 b,Aschwaden Prediction,1337.25,2.425230166,HD 141399,7.2,5600,36.17,HD 141399 d,5 to 4,0.112719746
HD 141399 c,Aschwaden Prediction,1426.4,2.531854693,HD 141399,7.2,5600,36.17,HD 141399 d,4 to 3,0.112719746
HD 141399 b,Aschwaden Prediction,2674.5,3.849812916,HD 141399,7.2,5600,36.17,HD 141399 d,5 to 2,0.112719746
HD 141399 c,Aschwaden Prediction,3209.4,4.34737519,HD 141399,7.2,5600,36.17,HD 141399 d,3 to 1,0.112719746
HD 1461 d,Aschwaden Prediction,11.543,0.100641227,HD 1461,6.64,5765,23.4,HD 1461 b,2 to 1,0.188799135
HD 1461 b,Aschwaden Prediction,8.65725,0.083077502,HD 1461,6.64,5765,23.4,HD 1461 b,3 to 2,0.188799135
HD 1461 c,Aschwaden Prediction,9.619166667,0.089122718,HD 1461,6.64,5765,23.4,HD 1461 b,5 to 3,0.188799135
HD 1461 b,Aschwaden Prediction,7.214375,0.073569183,HD 1461,6.64,5765,23.4,HD 1461 b,5 to 4,0.188799135
HD 1461 c,Aschwaden Prediction,7.695333333,0.07680363,HD 1461,6.64,5765,23.4,HD 1461 b,4 to 3,0.188799135
HD 1461 b,Aschwaden Prediction,14.42875,0.116783799,HD 1461,6.64,5765,23.4,HD 1461 b,5 to 2,0.188799135
HD 1461 c,Aschwaden Prediction,17.3145,0.131877314,HD 1461,6.64,5765,23.4,HD 1461 b,3 to 1,0.188799135
HD 152843 d,Aschwaden Prediction,23.2528,0.16651837,HD 152843,8.85,6310,107.898,HD 152843 b,2 to 1,0.024660393
HD 152843 b,Aschwaden Prediction,17.4396,0.137457886,HD 152843,8.85,6310,107.898,HD 152843 b,3 to 2,0.024660393
HD 152843 c,Aschwaden Prediction,19.37733333,0.147460144,HD 152843,8.85,6310,107.898,HD 152843 b,5 to 3,0.024660393
HD 152843 b,Aschwaden Prediction,14.533,0.121725667,HD 152843,8.85,6310,107.898,HD 152843 b,5 to 4,0.024660393
HD 152843 c,Aschwaden Prediction,15.50186667,0.1270773,HD 152843,8.85,6310,107.898,HD 152843 b,4 to 3,0.024660393
HD 152843 b,Aschwaden Prediction,29.066,0.193227452,HD 152843,8.85,6310,107.898,HD 152843 b,5 to 2,0.024660393
HD 152843 c,Aschwaden Prediction,34.8792,0.218200793,HD 152843,8.85,6310,107.898,HD 152843 b,3 to 1,0.024660393
HD 153557 A e,Aschwaden Prediction,14.6,0.107943272,HD 153557 A,7.82,4837,17.9412,HD 153557 Ab,2 to 1,0.063679552
HD 153557 A b,Aschwaden Prediction,10.95,0.089105207,HD 153557 A,7.82,4837,17.9412,HD 153557 Ab,3 to 2,0.063679552
HD 153557 A c,Aschwaden Prediction,12.16666667,0.095589035,HD 153557 A,7.82,4837,17.9412,HD 153557 Ab,5 to 3,0.063679552
HD 153557 A b,Aschwaden Prediction,9.125,0.07890701,HD 153557 A,7.82,4837,17.9412,HD 153557 Ab,5 to 4,0.063679552
HD 153557 A c,Aschwaden Prediction,9.733333333,0.082376134,HD 153557 A,7.82,4837,17.9412,HD 153557 Ab,4 to 3,0.063679552
HD 153557 A b,Aschwaden Prediction,18.25,0.125257071,HD 153557 A,7.82,4837,17.9412,HD 153557 Ab,5 to 2,0.063679552
HD 153557 A c,Aschwaden Prediction,21.9,0.1414457,HD 153557 A,7.82,4837,17.9412,HD 153557 Ab,3 to 1,0.063679552
HD 153557 A b,Aschwaden Prediction,30.6,0.176201517,HD 153557 A,7.82,4837,17.9412,HD 153557 Ac,2 to 1,0.063679552
HD 153557 A c,Aschwaden Prediction,22.95,0.145451147,HD 153557 A,7.82,4837,17.9412,HD 153557 Ac,3 to 2,0.063679552
HD 153557 A b,Aschwaden Prediction,25.5,0.156035043,HD 153557 A,7.82,4837,17.9412,HD 153557 Ac,5 to 3,0.063679552
HD 153557 A c,Aschwaden Prediction,19.125,0.12880409,HD 153557 A,7.82,4837,17.9412,HD 153557 Ac,5 to 4,0.063679552
HD 153557 A b,Aschwaden Prediction,20.4,0.134466924,HD 153557 A,7.82,4837,17.9412,HD 153557 Ac,4 to 3,0.063679552
HD 153557 A c,Aschwaden Prediction,38.25,0.204463748,HD 153557 A,7.82,4837,17.9412,HD 153557 Ac,5 to 2,0.063679552
HD 153557 A b,Aschwaden Prediction,45.9,0.230889304,HD 153557 A,7.82,4837,17.9412,HD 153557 Ac,3 to 1,0.063679552
HD 155358 d,Aschwaden Prediction,388.6,1.015936673,HD 155358,7.27,5900,43,HD 155358 b,2 to 1,0.105681751
HD 155358 b,Aschwaden Prediction,291.45,0.838637246,HD 155358,7.27,5900,43,HD 155358 b,3 to 2,0.105681751
HD 155358 c,Aschwaden Prediction,323.8333333,0.89966151,HD 155358,7.27,5900,43,HD 155358 b,5 to 3,0.105681751
HD 155358 b,Aschwaden Prediction,242.875,0.742654213,HD 155358,7.27,5900,43,HD 155358 b,5 to 4,0.105681751
HD 155358 c,Aschwaden Prediction,259.0666667,0.775304786,HD 155358,7.27,5900,43,HD 155358 b,4 to 3,0.105681751
HD 155358 b,Aschwaden Prediction,485.75,1.17889008,HD 155358,7.27,5900,43,HD 155358 b,5 to 2,0.105681751
HD 155358 c,Aschwaden Prediction,582.9,1.331253647,HD 155358,7.27,5900,43,HD 155358 b,3 to 1,0.105681751
HD 158259 g,Aschwaden Prediction,4.356,201.4201139,HD 158259,6.46,5448.139313,27.08,HD 158259 b,2 to 1,0.222843515
HD 158259 b,Aschwaden Prediction,3.267,166.2686406,HD 158259,6.46,5448.139313,27.08,HD 158259 b,3 to 2,0.222843515
HD 158259 c,Aschwaden Prediction,3.63,178.3673417,HD 158259,6.46,5448.139313,27.08,HD 158259 b,5 to 3,0.222843515
HD 158259 b,Aschwaden Prediction,2.7225,147.2389964,HD 158259,6.46,5448.139313,27.08,HD 158259 b,5 to 4,0.222843515
HD 158259 c,Aschwaden Prediction,2.904,153.7123154,HD 158259,6.46,5448.139313,27.08,HD 158259 b,4 to 3,0.222843515
HD 158259 b,Aschwaden Prediction,5.445,233.7273379,HD 158259,6.46,5448.139313,27.08,HD 158259 b,5 to 2,0.222843515
HD 158259 c,Aschwaden Prediction,6.534,263.935015,HD 158259,6.46,5448.139313,27.08,HD 158259 b,3 to 1,0.222843515
HD 158259 b,Aschwaden Prediction,6.864,201.4201139,HD 158259,6.46,5448.139313,27.08,HD 158259 c,2 to 1,0.222843515
HD 158259 c,Aschwaden Prediction,5.148,166.2686406,HD 158259,6.46,5448.139313,27.08,HD 158259 c,3 to 2,0.222843515
HD 158259 b,Aschwaden Prediction,5.72,178.3673417,HD 158259,6.46,5448.139313,27.08,HD 158259 c,5 to 3,0.222843515
HD 158259 c,Aschwaden Prediction,4.29,147.2389964,HD 158259,6.46,5448.139313,27.08,HD 158259 c,5 to 4,0.222843515
HD 158259 b,Aschwaden Prediction,4.576,153.7123154,HD 158259,6.46,5448.139313,27.08,HD 158259 c,4 to 3,0.222843515
HD 158259 c,Aschwaden Prediction,8.58,233.7273379,HD 158259,6.46,5448.139313,27.08,HD 158259 c,5 to 2,0.222843515
HD 158259 b,Aschwaden Prediction,10.296,263.935015,HD 158259,6.46,5448.139313,27.08,HD 158259 c,3 to 1,0.222843515
HD 158259 c,Aschwaden Prediction,10.3961628,201.4201139,HD 158259,6.46,5448.139313,27.08,HD 158259 d,2 to 1,0.222843515
HD 158259 b,Aschwaden Prediction,7.7971221,166.2686406,HD 158259,6.46,5448.139313,27.08,HD 158259 d,3 to 2,0.222843515
HD 158259 c,Aschwaden Prediction,8.663469,178.3673417,HD 158259,6.46,5448.139313,27.08,HD 158259 d,5 to 3,0.222843515
HD 158259 b,Aschwaden Prediction,6.49760175,147.2389964,HD 158259,6.46,5448.139313,27.08,HD 158259 d,5 to 4,0.222843515
HD 158259 c,Aschwaden Prediction,6.9307752,153.7123154,HD 158259,6.46,5448.139313,27.08,HD 158259 d,4 to 3,0.222843515
HD 158259 b,Aschwaden Prediction,12.9952035,233.7273379,HD 158259,6.46,5448.139313,27.08,HD 158259 d,5 to 2,0.222843515
HD 158259 c,Aschwaden Prediction,15.5942442,263.935015,HD 158259,6.46,5448.139313,27.08,HD 158259 d,3 to 1,0.222843515
HD 158259 b,Aschwaden Prediction,15.902,201.4201139,HD 158259,6.46,5448.139313,27.08,HD 158259 e,2 to 1,0.222843515
HD 158259 c,Aschwaden Prediction,11.9265,166.2686406,HD 158259,6.46,5448.139313,27.08,HD 158259 e,3 to 2,0.222843515
HD 158259 b,Aschwaden Prediction,13.25166667,178.3673417,HD 158259,6.46,5448.139313,27.08,HD 158259 e,5 to 3,0.222843515
HD 158259 c,Aschwaden Prediction,9.93875,147.2389964,HD 158259,6.46,5448.139313,27.08,HD 158259 e,5 to 4,0.222843515
HD 158259 b,Aschwaden Prediction,10.60133333,153.7123154,HD 158259,6.46,5448.139313,27.08,HD 158259 e,4 to 3,0.222843515
HD 158259 c,Aschwaden Prediction,19.8775,233.7273379,HD 158259,6.46,5448.139313,27.08,HD 158259 e,5 to 2,0.222843515
HD 158259 b,Aschwaden Prediction,23.853,263.935015,HD 158259,6.46,5448.139313,27.08,HD 158259 e,3 to 1,0.222843515
HD 15906 d,Aschwaden Prediction,21.849418,0.142866095,HD 15906,9.8,4757,45.5621,HD 15906 b,2 to 1,0.010280163
HD 15906 b,Aschwaden Prediction,16.3870635,0.117933363,HD 15906,9.8,4757,45.5621,HD 15906 b,3 to 2,0.010280163
HD 15906 c,Aschwaden Prediction,18.20784833,0.1265149,HD 15906,9.8,4757,45.5621,HD 15906 b,5 to 3,0.010280163
HD 15906 b,Aschwaden Prediction,13.65588625,0.104435749,HD 15906,9.8,4757,45.5621,HD 15906 b,5 to 4,0.010280163
HD 15906 c,Aschwaden Prediction,14.56627867,0.109027236,HD 15906,9.8,4757,45.5621,HD 15906 b,4 to 3,0.010280163
HD 15906 b,Aschwaden Prediction,27.3117725,0.165781417,HD 15906,9.8,4757,45.5621,HD 15906 b,5 to 2,0.010280163
HD 15906 c,Aschwaden Prediction,32.774127,0.187207544,HD 15906,9.8,4757,45.5621,HD 15906 b,3 to 1,0.010280163
HD 164922 f,Aschwaden Prediction,24.916,0.195123337,HD 164922,6.99,5293,22.13,HD 164922 b,2 to 1,0.136772883
HD 164922 b,Aschwaden Prediction,18.687,0.161070766,HD 164922,6.99,5293,22.13,HD 164922 b,3 to 2,0.136772883
HD 164922 c,Aschwaden Prediction,20.76333333,0.172791239,HD 164922,6.99,5293,22.13,HD 164922 b,5 to 3,0.136772883
HD 164922 b,Aschwaden Prediction,15.5725,0.142636025,HD 164922,6.99,5293,22.13,HD 164922 b,5 to 4,0.136772883
HD 164922 c,Aschwaden Prediction,16.61066667,0.148906976,HD 164922,6.99,5293,22.13,HD 164922 b,4 to 3,0.136772883
HD 164922 b,Aschwaden Prediction,31.145,0.226420576,HD 164922,6.99,5293,22.13,HD 164922 b,5 to 2,0.136772883
HD 164922 c,Aschwaden Prediction,37.374,0.255683904,HD 164922,6.99,5293,22.13,HD 164922 b,3 to 1,0.136772883
HD 164922 b,Aschwaden Prediction,83.526,0.363832321,HD 164922,6.99,5293,22.13,HD 164922 c,2 to 1,0.136772883
HD 164922 c,Aschwaden Prediction,62.6445,0.300336964,HD 164922,6.99,5293,22.13,HD 164922 c,3 to 2,0.136772883
HD 164922 b,Aschwaden Prediction,69.605,0.322191278,HD 164922,6.99,5293,22.13,HD 164922 c,5 to 3,0.136772883
HD 164922 c,Aschwaden Prediction,52.20375,0.26596304,HD 164922,6.99,5293,22.13,HD 164922 c,5 to 4,0.136772883
HD 164922 b,Aschwaden Prediction,55.684,0.277656027,HD 164922,6.99,5293,22.13,HD 164922 c,4 to 3,0.136772883
HD 164922 c,Aschwaden Prediction,104.4075,0.42219001,HD 164922,6.99,5293,22.13,HD 164922 c,5 to 2,0.136772883
HD 164922 b,Aschwaden Prediction,125.289,0.476755212,HD 164922,6.99,5293,22.13,HD 164922 c,3 to 1,0.136772883
HD 164922 c,Aschwaden Prediction,151.48,0.541303759,HD 164922,6.99,5293,22.13,HD 164922 d,2 to 1,0.136772883
HD 164922 b,Aschwaden Prediction,113.61,0.446836408,HD 164922,6.99,5293,22.13,HD 164922 d,3 to 2,0.136772883
HD 164922 c,Aschwaden Prediction,126.2333333,0.479350898,HD 164922,6.99,5293,22.13,HD 164922 d,5 to 3,0.136772883
HD 164922 b,Aschwaden Prediction,94.675,0.395695448,HD 164922,6.99,5293,22.13,HD 164922 d,5 to 4,0.136772883
HD 164922 c,Aschwaden Prediction,100.9866667,0.413092081,HD 164922,6.99,5293,22.13,HD 164922 d,4 to 3,0.136772883
HD 164922 b,Aschwaden Prediction,189.35,0.628127371,HD 164922,6.99,5293,22.13,HD 164922 d,5 to 2,0.136772883
