planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,harmonic_ratio,habitable_zone_status
HD 134606 A o,Aschwaden Prediction,18.1245,6.899919486,HD 134606 A,6.85,5624.92,26.5,,3 banding 2,Not in HZ
HD 134606 A p,Aschwaden Prediction,20.13833333,7.401998909,HD 134606 A,6.85,5624.92,26.5,,5 banding 3,Not in HZ
HD 134606 A q,Aschwaden Prediction,15.10375,6.110215473,HD 134606 A,6.85,5624.92,26.5,,5 banding 4,Not in HZ
HD 134606 A r,Aschwaden Prediction,16.11066667,6.37884929,HD 134606 A,6.85,5624.92,26.5,,4 banding 3,Not in HZ
HD 134606 A s,Aschwaden Prediction,30.2075,9.69936247,HD 134606 A,6.85,5624.92,26.5,,5 banding 2,Not in HZ
HD 134606 A t,Aschwaden Prediction,36.249,10.95293945,HD 134606 A,6.85,5624.92,26.5,,3 banding 1,Not in HZ
HD 134606 A u,Aschwaden Prediction,53.83,14.25660947,HD 134606 A,6.85,5624.92,26.5,,2 banding 1,Not in HZ
HD 134606 A v,Aschwaden Prediction,40.3725,11.76857182,HD 134606 A,6.85,5624.92,26.5,,3 banding 2,Not in HZ
HD 134606 A w,Aschwaden Prediction,44.85833333,12.62492352,HD 134606 A,6.85,5624.92,26.5,,5 banding 3,Not in HZ
HD 134606 A x,Aschwaden Prediction,33.64375,10.42164475,HD 134606 A,6.85,5624.92,26.5,,5 banding 4,Not in HZ
HD 134606 A y,Aschwaden Prediction,35.88666667,10.87982927,HD 134606 A,6.85,5624.92,26.5,,4 banding 3,Not in HZ
HD 134606 A z,Aschwaden Prediction,67.2875,16.54332983,HD 134606 A,6.85,5624.92,26.5,,5 banding 2,Not in HZ
HD 134606 A aa,Aschwaden Prediction,80.745,18.68144329,HD 134606 A,6.85,5624.92,26.5,,3 banding 1,Not in HZ
HD 134606 A ba,Aschwaden Prediction,119.038,24.19860967,HD 134606 A,6.85,5624.92,26.5,,2 banding 1,Not in HZ
HD 134606 A ca,Aschwaden Prediction,89.2785,19.97551216,HD 134606 A,6.85,5624.92,26.5,,3 banding 2,Not in HZ
HD 134606 A da,Aschwaden Prediction,99.19833333,21.42904994,HD 134606 A,6.85,5624.92,26.5,,5 banding 3,Not in HZ
HD 134606 A ea,Aschwaden Prediction,74.39875,17.68929098,HD 134606 A,6.85,5624.92,26.5,,5 banding 4,Not in HZ
HD 134606 A fa,Aschwaden Prediction,79.35866667,18.46699543,HD 134606 A,6.85,5624.92,26.5,,4 banding 3,Not in HZ
HD 134606 A ga,Aschwaden Prediction,148.7975,28.07999911,HD 134606 A,6.85,5624.92,26.5,,5 banding 2,Not in HZ
HD 134606 A ha,Aschwaden Prediction,178.557,31.70914902,HD 134606 A,6.85,5624.92,26.5,,3 banding 1,Not in HZ
HD 13507 d,Aschwaden Prediction,6059,332.3537895,HD 13507,7.21,5713.8,26.169,,2 banding 1,Not in HZ
HD 13507 e,Aschwaden Prediction,4544.25,274.3520085,HD 13507,7.21,5713.8,26.169,,3 banding 2,Not in HZ
HD 13507 f,Aschwaden Prediction,5049.166667,294.315502,HD 13507,7.21,5713.8,26.169,,5 banding 3,Not in HZ
HD 13507 g,Aschwaden Prediction,3786.875,242.952094,HD 13507,7.21,5713.8,26.169,,5 banding 4,Not in HZ
HD 13507 h,Aschwaden Prediction,4039.333333,253.633411,HD 13507,7.21,5713.8,26.169,,4 banding 3,Not in HZ
HD 13507 i,Aschwaden Prediction,7573.75,385.6624096,HD 13507,7.21,5713.8,26.169,,5 banding 2,Not in HZ
HD 13507 j,Aschwaden Prediction,9088.5,435.5066669,HD 13507,7.21,5713.8,26.169,,3 banding 1,Not in HZ
HD 13724 d,Aschwaden Prediction,284.4,43.24670874,HD 13724,7.9,5868,43.47,,2 banding 1,Not in HZ
HD 13724 e,Aschwaden Prediction,213.3,35.6993715,HD 13724,7.9,5868,43.47,,3 banding 2,Not in HZ
HD 13724 f,Aschwaden Prediction,237,38.29707136,HD 13724,7.9,5868,43.47,,5 banding 3,Not in HZ
HD 13724 g,Aschwaden Prediction,177.75,31.61353587,HD 13724,7.9,5868,43.47,,5 banding 4,Not in HZ
HD 13724 h,Aschwaden Prediction,189.6,33.00341562,HD 13724,7.9,5868,43.47,,4 banding 3,Not in HZ
HD 13724 i,Aschwaden Prediction,355.5,50.18336009,HD 13724,7.9,5868,43.47,,5 banding 2,Not in HZ
HD 13724 j,Aschwaden Prediction,426.6,56.66921988,HD 13724,7.9,5868,43.47,,3 banding 1,Not in HZ
HD 137496 d,Aschwaden Prediction,3.24232,2.190637831,HD 137496,10.81796395,5319.019429,479.7811606,,2 banding 1,Not in HZ
HD 137496 e,Aschwaden Prediction,2.43174,1.808331687,HD 137496,10.81796395,5319.019429,479.7811606,,3 banding 2,Not in HZ
HD 137496 f,Aschwaden Prediction,2.701933333,1.93991672,HD 137496,10.81796395,5319.019429,479.7811606,,5 banding 3,Not in HZ
HD 137496 g,Aschwaden Prediction,2.02645,1.601365969,HD 137496,10.81796395,5319.019429,479.7811606,,5 banding 4,Not in HZ
HD 137496 h,Aschwaden Prediction,2.161546667,1.671769551,HD 137496,10.81796395,5319.019429,479.7811606,,4 banding 3,Not in HZ
HD 137496 i,Aschwaden Prediction,4.0529,2.542010024,HD 137496,10.81796395,5319.019429,479.7811606,,5 banding 2,Not in HZ
HD 137496 j,Aschwaden Prediction,4.86348,2.870547622,HD 137496,10.81796395,5319.019429,479.7811606,,3 banding 1,Not in HZ
HD 13808 d,Aschwaden Prediction,28.3548,9.298603417,HD 13808,8.38,5319.019429,28.6,,2 banding 1,Not in HZ
HD 13808 e,Aschwaden Prediction,21.2661,7.675828,HD 13808,8.38,5319.019429,28.6,,3 banding 2,Not in HZ
HD 13808 f,Aschwaden Prediction,23.629,8.234367169,HD 13808,8.38,5319.019429,28.6,,5 banding 3,Not in HZ
HD 13808 g,Aschwaden Prediction,17.72175,6.797320333,HD 13808,8.38,5319.019429,28.6,,5 banding 4,Not in HZ
HD 13808 h,Aschwaden Prediction,18.9032,7.096162512,HD 13808,8.38,5319.019429,28.6,,4 banding 3,Not in HZ
HD 13808 i,Aschwaden Prediction,35.4435,10.79007345,HD 13808,8.38,5319.019429,28.6,,5 banding 2,Not in HZ
HD 13808 j,Aschwaden Prediction,42.5322,12.18461744,HD 13808,8.38,5319.019429,28.6,,3 banding 1,Not in HZ
HD 13908 d,Aschwaden Prediction,38.764,11.4538737,HD 13908,7.51,6255,71.2,,2 banding 1,Not in HZ
HD 13908 e,Aschwaden Prediction,29.073,9.454964419,HD 13908,7.51,6255,71.2,,3 banding 2,Not in HZ
HD 13908 f,Aschwaden Prediction,32.30333333,10.1429642,HD 13908,7.51,6255,71.2,,5 banding 3,Not in HZ
HD 13908 g,Aschwaden Prediction,24.2275,8.372832468,HD 13908,7.51,6255,71.2,,5 banding 4,Not in HZ
HD 13908 h,Aschwaden Prediction,25.84266667,8.740941572,HD 13908,7.51,6255,71.2,,4 banding 3,Not in HZ
HD 13908 i,Aschwaden Prediction,48.455,13.29104307,HD 13908,7.51,6255,71.2,,5 banding 2,Not in HZ
HD 13908 j,Aschwaden Prediction,58.146,15.00882047,HD 13908,7.51,6255,71.2,,3 banding 1,Not in HZ
HD 140901 A d,Aschwaden Prediction,18.04756,6.880378491,HD 140901 A,6,5587,15.2528,,2 banding 1,Not in HZ
HD 140901 A e,Aschwaden Prediction,13.53567,5.679627306,HD 140901 A,6,5587,15.2528,,3 banding 2,Not in HZ
HD 140901 A f,Aschwaden Prediction,15.03963333,6.092910969,HD 140901 A,6,5587,15.2528,,5 banding 3,Not in HZ
HD 140901 A g,Aschwaden Prediction,11.279725,5.029587189,HD 140901 A,6,5587,15.2528,,5 banding 4,Not in HZ
HD 140901 A h,Aschwaden Prediction,12.03170667,5.250711502,HD 140901 A,6,5587,15.2528,,4 banding 3,Not in HZ
HD 140901 A i,Aschwaden Prediction,22.55945,7.983971994,HD 140901 A,6,5587,15.2528,,5 banding 2,Not in HZ
HD 140901 A j,Aschwaden Prediction,27.07134,9.01584636,HD 140901 A,6,5587,15.2528,,3 banding 1,Not in HZ
HD 141399 f,Aschwaden Prediction,188.88,32.9198097,HD 141399,7.2,5600,36.17,,2 banding 1,Not in HZ
HD 141399 g,Aschwaden Prediction,141.66,27.17470417,HD 141399,7.2,5600,36.17,,3 banding 2,Not in HZ
HD 141399 h,Aschwaden Prediction,157.4,29.15209823,HD 141399,7.2,5600,36.17,,5 banding 3,Not in HZ
HD 141399 i,Aschwaden Prediction,118.05,24.06452688,HD 141399,7.2,5600,36.17,,5 banding 4,Not in HZ
HD 141399 j,Aschwaden Prediction,125.92,25.12251669,HD 141399,7.2,5600,36.17,,4 banding 3,Not in HZ
HD 141399 k,Aschwaden Prediction,236.1,38.20005528,HD 141399,7.2,5600,36.17,,5 banding 2,Not in HZ
HD 141399 l,Aschwaden Prediction,283.32,43.13715399,HD 141399,7.2,5600,36.17,,3 banding 1,Not in HZ
HD 141399 m,Aschwaden Prediction,403.98,54.64787051,HD 141399,7.2,5600,36.17,,2 banding 1,Not in HZ
HD 141399 n,Aschwaden Prediction,302.985,45.11082318,HD 141399,7.2,5600,36.17,,3 banding 2,Not in HZ
HD 141399 o,Aschwaden Prediction,336.65,48.39335657,HD 141399,7.2,5600,36.17,,5 banding 3,Not in HZ
HD 141399 p,Aschwaden Prediction,252.4875,39.94783568,HD 141399,7.2,5600,36.17,,5 banding 4,Not in HZ
HD 141399 q,Aschwaden Prediction,269.32,41.70413046,HD 141399,7.2,5600,36.17,,4 banding 3,Not in HZ
HD 141399 r,Aschwaden Prediction,504.975,63.41323638,HD 141399,7.2,5600,36.17,,5 banding 2,Not in HZ
HD 141399 s,Aschwaden Prediction,605.97,71.60896817,HD 141399,7.2,5600,36.17,,3 banding 1,Not in HZ
HD 141399 t,Aschwaden Prediction,2139.6,166.0434415,HD 141399,7.2,5600,36.17,,2 banding 1,Not in HZ
HD 141399 u,Aschwaden Prediction,1604.7,137.065841,HD 141399,7.2,5600,36.17,,3 banding 2,Not in HZ
HD 141399 v,Aschwaden Prediction,1783,147.0395716,HD 141399,7.2,5600,36.17,,5 banding 3,Not in HZ
HD 141399 w,Aschwaden Prediction,1337.25,121.378492,HD 141399,7.2,5600,36.17,,5 banding 4,Not in HZ
HD 141399 x,Aschwaden Prediction,1426.4,126.7148616,HD 141399,7.2,5600,36.17,,4 banding 3,Not in HZ
HD 141399 y,Aschwaden Prediction,2674.5,192.676346,HD 141399,7.2,5600,36.17,,5 banding 2,Not in HZ
HD 141399 z,Aschwaden Prediction,3209.4,217.5784602,HD 141399,7.2,5600,36.17,,3 banding 1,Not in HZ
HD 142 A e,Aschwaden Prediction,217,36.11102555,HD 142 A,5.76,6252,26.1853,,2 banding 1,Not in HZ
HD 142 A f,Aschwaden Prediction,162.75,29.80899481,HD 142 A,5.76,6252,26.1853,,3 banding 2,Not in HZ
HD 142 A g,Aschwaden Prediction,180.8333333,31.97807562,HD 142 A,5.76,6252,26.1853,,5 banding 3,Not in HZ
HD 142 A h,Aschwaden Prediction,135.625,26.39731982,HD 142 A,5.76,6252,26.1853,,5 banding 4,Not in HZ
HD 142 A i,Aschwaden Prediction,144.6666667,27.55787018,HD 142 A,5.76,6252,26.1853,,4 banding 3,Not in HZ
HD 142 A j,Aschwaden Prediction,271.25,41.90313324,HD 142 A,5.76,6252,26.1853,,5 banding 2,Not in HZ
HD 142 A k,Aschwaden Prediction,325.5,47.31882973,HD 142 A,5.76,6252,26.1853,,3 banding 1,Not in HZ
HD 142 A l,Aschwaden Prediction,699.4,78.79229528,HD 142 A,5.76,6252,26.1853,,2 banding 1,Not in HZ
HD 142 A m,Aschwaden Prediction,524.55,65.0416067,HD 142 A,5.76,6252,26.1853,,3 banding 2,Not in HZ
HD 142 A n,Aschwaden Prediction,582.8333333,69.77442314,HD 142 A,5.76,6252,26.1853,,5 banding 3,Not in HZ
HD 142 A o,Aschwaden Prediction,437.125,57.59751726,HD 142 A,5.76,6252,26.1853,,5 banding 4,Not in HZ
HD 142 A p,Aschwaden Prediction,466.2666667,60.12977507,HD 142 A,5.76,6252,26.1853,,4 banding 3,Not in HZ
HD 142 A q,Aschwaden Prediction,874.25,91.43035948,HD 142 A,5.76,6252,26.1853,,5 banding 2,Not in HZ
HD 142 A r,Aschwaden Prediction,1049.1,103.2471149,HD 142 A,5.76,6252,26.1853,,3 banding 1,Not in HZ
HD 1461 d,Aschwaden Prediction,11.543,5.107548082,HD 1461,6.64,5765,23.4,,2 banding 1,Not in HZ
HD 1461 e,Aschwaden Prediction,8.65725,4.216188047,HD 1461,6.64,5765,23.4,,3 banding 2,Not in HZ
HD 1461 f,Aschwaden Prediction,9.619166667,4.522983114,HD 1461,6.64,5765,23.4,,5 banding 3,Not in HZ
HD 1461 g,Aschwaden Prediction,7.214375,3.733640298,HD 1461,6.64,5765,23.4,,5 banding 4,Not in HZ
HD 1461 h,Aschwaden Prediction,7.695333333,3.89778869,HD 1461,6.64,5765,23.4,,4 banding 3,Not in HZ
HD 1461 i,Aschwaden Prediction,14.42875,5.926784537,HD 1461,6.64,5765,23.4,,5 banding 2,Not in HZ
HD 1461 j,Aschwaden Prediction,17.3145,6.692781341,HD 1461,6.64,5765,23.4,,3 banding 1,Not in HZ
HD 147018 d,Aschwaden Prediction,88.472,19.85503072,HD 147018,8.3,5441,42.96,,2 banding 1,Not in HZ
HD 147018 e,Aschwaden Prediction,66.354,16.38996674,HD 147018,8.3,5441,42.96,,3 banding 2,Not in HZ
HD 147018 f,Aschwaden Prediction,73.72666667,17.58259878,HD 147018,8.3,5441,42.96,,5 banding 3,Not in HZ
HD 147018 g,Aschwaden Prediction,55.295,14.51411551,HD 147018,8.3,5441,42.96,,5 banding 4,Not in HZ
HD 147018 h,Aschwaden Prediction,58.98133333,15.1522243,HD 147018,8.3,5441,42.96,,4 banding 3,Not in HZ
HD 147018 i,Aschwaden Prediction,110.59,23.03972222,HD 147018,8.3,5441,42.96,,5 banding 2,Not in HZ
HD 147018 j,Aschwaden Prediction,132.708,26.01745045,HD 147018,8.3,5441,42.96,,3 banding 1,Not in HZ
HD 147873 A d,Aschwaden Prediction,233.192,37.88573916,HD 147873 A,7.96,5972,104.93,,2 banding 1,Not in HZ
HD 147873 A e,Aschwaden Prediction,174.894,31.27398862,HD 147873 A,7.96,5972,104.93,,3 banding 2,Not in HZ
HD 147873 A f,Aschwaden Prediction,194.3266667,33.54967114,HD 147873 A,7.96,5972,104.93,,5 banding 3,Not in HZ
HD 147873 A g,Aschwaden Prediction,145.745,27.69464333,HD 147873 A,7.96,5972,104.93,,5 banding 4,Not in HZ
HD 147873 A h,Aschwaden Prediction,155.4613333,28.91223013,HD 147873 A,7.96,5972,104.93,,4 banding 3,Not in HZ
HD 147873 A i,Aschwaden Prediction,291.49,43.96250596,HD 147873 A,7.96,5972,104.93,,5 banding 2,Not in HZ
HD 147873 A j,Aschwaden Prediction,349.788,49.64436243,HD 147873 A,7.96,5972,104.93,,3 banding 1,Not in HZ
HD 148164 d,Aschwaden Prediction,657.1,75.58245221,HD 148164,8.23,6032,72,,2 banding 1,Not in HZ
HD 148164 e,Aschwaden Prediction,492.825,62.39193962,HD 148164,8.23,6032,72,,3 banding 2,Not in HZ
HD 148164 f,Aschwaden Prediction,547.5833333,66.93195043,HD 148164,8.23,6032,72,,5 banding 3,Not in HZ
HD 148164 g,Aschwaden Prediction,410.6875,55.25110774,HD 148164,8.23,6032,72,,5 banding 4,Not in HZ
HD 148164 h,Aschwaden Prediction,438.0666667,57.68020635,HD 148164,8.23,6032,72,,4 banding 3,Not in HZ
HD 148164 i,Aschwaden Prediction,821.375,87.70566655,HD 148164,8.23,6032,72,,5 banding 2,Not in HZ
HD 148164 j,Aschwaden Prediction,985.65,99.04103059,HD 148164,8.23,6032,72,,3 banding 1,Not in HZ
HD 151450 A d,Aschwaden Prediction,43.8,12.42556294,HD 151450 A,7.41,6091.98,43.6002,,2 banding 1,Not in HZ
HD 151450 A e,Aschwaden Prediction,32.85,10.25707622,HD 151450 A,7.41,6091.98,43.6002,,3 banding 2,Not in HZ
HD 151450 A f,Aschwaden Prediction,36.5,11.00344245,HD 151450 A,7.41,6091.98,43.6002,,5 banding 3,Not in HZ
HD 151450 A g,Aschwaden Prediction,27.375,9.083141613,HD 151450 A,7.41,6091.98,43.6002,,5 banding 4,Not in HZ
HD 151450 A h,Aschwaden Prediction,29.2,9.482479249,HD 151450 A,7.41,6091.98,43.6002,,4 banding 3,Not in HZ
HD 151450 A i,Aschwaden Prediction,54.75,14.41858855,HD 151450 A,7.41,6091.98,43.6002,,5 banding 2,Not in HZ
HD 151450 A j,Aschwaden Prediction,65.7,16.28209358,HD 151450 A,7.41,6091.98,43.6002,,3 banding 1,Not in HZ
HD 152843 d,Aschwaden Prediction,23.2528,8.146733396,HD 152843,8.85,6310,107.898,,2 banding 1,Not in HZ
HD 152843 e,Aschwaden Prediction,17.4396,6.724980247,HD 152843,8.85,6310,107.898,,3 banding 2,Not in HZ
HD 152843 f,Aschwaden Prediction,19.37733333,7.214330045,HD 152843,8.85,6310,107.898,,5 banding 3,Not in HZ
HD 152843 g,Aschwaden Prediction,14.533,5.95529824,HD 152843,8.85,6310,107.898,,5 banding 4,Not in HZ
HD 152843 h,Aschwaden Prediction,15.50186667,6.217121166,HD 152843,8.85,6310,107.898,,4 banding 3,Not in HZ
HD 152843 i,Aschwaden Prediction,29.066,9.45344669,HD 152843,8.85,6310,107.898,,5 banding 2,Not in HZ
HD 152843 j,Aschwaden Prediction,34.8792,10.67524072,HD 152843,8.85,6310,107.898,,3 banding 1,Not in HZ
HD 153557 A e,Aschwaden Prediction,14.6,5.973587605,HD 153557 A,7.82,4837,17.9412,,2 banding 1,Not in HZ
HD 153557 A f,Aschwaden Prediction,10.95,4.931087922,HD 153557 A,7.82,4837,17.9412,,3 banding 2,Not in HZ
HD 153557 A g,Aschwaden Prediction,12.16666667,5.289903381,HD 153557 A,7.82,4837,17.9412,,5 banding 3,Not in HZ
HD 153557 A h,Aschwaden Prediction,9.125,4.36671903,HD 153557 A,7.82,4837,17.9412,,5 banding 4,Not in HZ
HD 153557 A i,Aschwaden Prediction,9.733333333,4.558700541,HD 153557 A,7.82,4837,17.9412,,4 banding 3,Not in HZ
HD 153557 A j,Aschwaden Prediction,18.25,6.931734381,HD 153557 A,7.82,4837,17.9412,,5 banding 2,Not in HZ
HD 153557 A k,Aschwaden Prediction,21.9,7.827614154,HD 153557 A,7.82,4837,17.9412,,3 banding 1,Not in HZ
HD 153557 A l,Aschwaden Prediction,30.6,9.783200428,HD 153557 A,7.82,4837,17.9412,,2 banding 1,Not in HZ
HD 153557 A m,Aschwaden Prediction,22.95,8.075854019,HD 153557 A,7.82,4837,17.9412,,3 banding 2,Not in HZ
HD 153557 A n,Aschwaden Prediction,25.5,8.663501474,HD 153557 A,7.82,4837,17.9412,,5 banding 3,Not in HZ
HD 153557 A o,Aschwaden Prediction,19.125,7.151562897,HD 153557 A,7.82,4837,17.9412,,5 banding 4,Not in HZ
HD 153557 A p,Aschwaden Prediction,20.4,7.465979245,HD 153557 A,7.82,4837,17.9412,,4 banding 3,Not in HZ
HD 153557 A q,Aschwaden Prediction,38.25,11.35239847,HD 153557 A,7.82,4837,17.9412,,5 banding 2,Not in HZ
HD 153557 A r,Aschwaden Prediction,45.9,12.81961916,HD 153557 A,7.82,4837,17.9412,,3 banding 1,Not in HZ
HD 154857 d,Aschwaden Prediction,817.2,87.40821243,HD 154857,7.25,5445,64.2,,2 banding 1,Not in HZ
HD 154857 e,Aschwaden Prediction,612.9,72.1538896,HD 154857,7.25,5445,64.2,,3 banding 2,Not in HZ
HD 154857 f,Aschwaden Prediction,681,77.4042383,HD 154857,7.25,5445,64.2,,5 banding 3,Not in HZ
HD 154857 g,Aschwaden Prediction,510.75,63.8957909,HD 154857,7.25,5445,64.2,,5 banding 4,Not in HZ
HD 154857 h,Aschwaden Prediction,544.8,66.70495046,HD 154857,7.25,5445,64.2,,4 banding 3,Not in HZ
HD 154857 i,Aschwaden Prediction,1021.5,101.4282457,HD 154857,7.25,5445,64.2,,5 banding 2,Not in HZ
HD 154857 j,Aschwaden Prediction,1225.8,114.5371603,HD 154857,7.25,5445,64.2,,3 banding 1,Not in HZ
HD 155358 d,Aschwaden Prediction,388.6,53.251911,HD 155358,7.27,5900,43,,2 banding 1,Not in HZ
HD 155358 e,Aschwaden Prediction,291.45,43.958484,HD 155358,7.27,5900,43,,3 banding 2,Not in HZ
HD 155358 f,Aschwaden Prediction,323.8333333,47.15716629,HD 155358,7.27,5900,43,,5 banding 3,Not in HZ
HD 155358 g,Aschwaden Prediction,242.875,38.92738309,HD 155358,7.27,5900,43,,5 banding 4,Not in HZ
HD 155358 h,Aschwaden Prediction,259.0666667,40.63881398,HD 155358,7.27,5900,43,,4 banding 3,Not in HZ
HD 155358 i,Aschwaden Prediction,485.75,61.79336887,HD 155358,7.27,5900,43,,5 banding 2,Not in HZ
HD 155358 j,Aschwaden Prediction,582.9,69.77974374,HD 155358,7.27,5900,43,,3 banding 1,Not in HZ
HD 155918 A d,Aschwaden Prediction,3.8,2.435131383,HD 155918 A,7.04,5771.84,27.561,,2 banding 1,Not in HZ
HD 155918 A e,Aschwaden Prediction,2.85,2.010156667,HD 155918 A,7.04,5771.84,27.561,,3 banding 2,Not in HZ
HD 155918 A f,Aschwaden Prediction,3.166666667,2.156427693,HD 155918 A,7.04,5771.84,27.561,,5 banding 3,Not in HZ
HD 155918 A g,Aschwaden Prediction,2.375,1.78009184,HD 155918 A,7.04,5771.84,27.561,,5 banding 4,Not in HZ
HD 155918 A h,Aschwaden Prediction,2.533333333,1.858353051,HD 155918 A,7.04,5771.84,27.561,,4 banding 3,Not in HZ
HD 155918 A i,Aschwaden Prediction,4.75,2.825719659,HD 155918 A,7.04,5771.84,27.561,,5 banding 2,Not in HZ
HD 155918 A j,Aschwaden Prediction,5.7,3.190924808,HD 155918 A,7.04,5771.84,27.561,,3 banding 1,Not in HZ
HD 156098 d,Aschwaden Prediction,43.8,12.42556294,HD 156098,5.526,6419.19,48.249,,2 banding 1,Not in HZ
HD 156098 e,Aschwaden Prediction,32.85,10.25707622,HD 156098,5.526,6419.19,48.249,,3 banding 2,Not in HZ
HD 156098 f,Aschwaden Prediction,36.5,11.00344245,HD 156098,5.526,6419.19,48.249,,5 banding 3,Not in HZ
HD 156098 g,Aschwaden Prediction,27.375,9.083141613,HD 156098,5.526,6419.19,48.249,,5 banding 4,Not in HZ
HD 156098 h,Aschwaden Prediction,29.2,9.482479249,HD 156098,5.526,6419.19,48.249,,4 banding 3,Not in HZ
HD 156098 i,Aschwaden Prediction,54.75,14.41858855,HD 156098,5.526,6419.19,48.249,,5 banding 2,Not in HZ
HD 156098 j,Aschwaden Prediction,65.7,16.28209358,HD 156098,5.526,6419.19,48.249,,3 banding 1,Not in HZ
HD 156279 d,Aschwaden Prediction,262.1,40.95541654,HD 156279,8.08,5420,36.6,,2 banding 1,Not in HZ
HD 156279 e,Aschwaden Prediction,196.575,33.80795146,HD 156279,8.08,5420,36.6,,3 banding 2,Not in HZ
HD 156279 f,Aschwaden Prediction,218.4166667,36.26802028,HD 156279,8.08,5420,36.6,,5 banding 3,Not in HZ
HD 156279 g,Aschwaden Prediction,163.8125,29.93859111,HD 156279,8.08,5420,36.6,,5 banding 4,Not in HZ
HD 156279 h,Aschwaden Prediction,174.7333333,31.25483241,HD 156279,8.08,5420,36.6,,4 banding 3,Not in HZ
HD 156279 i,Aschwaden Prediction,327.625,47.52455102,HD 156279,8.08,5420,36.6,,5 banding 2,Not in HZ
HD 156279 j,Aschwaden Prediction,393.15,53.66677772,HD 156279,8.08,5420,36.6,,3 banding 1,Not in HZ
HD 156668 d,Aschwaden Prediction,9.292,4.419835788,HD 156668,8.42,4850,24.5,,2 banding 1,Not in HZ
HD 156668 e,Aschwaden Prediction,6.969,3.648494056,HD 156668,8.42,4850,24.5,,3 banding 2,Not in HZ
HD 156668 f,Aschwaden Prediction,7.743333333,3.913980312,HD 156668,8.42,4850,24.5,,5 banding 3,Not in HZ
HD 156668 g,Aschwaden Prediction,5.8075,3.230919561,HD 156668,8.42,4850,24.5,,5 banding 4,Not in HZ
HD 156668 h,Aschwaden Prediction,6.194666667,3.372965984,HD 156668,8.42,4850,24.5,,4 banding 3,Not in HZ
HD 156668 i,Aschwaden Prediction,11.615,5.12876511,HD 156668,8.42,4850,24.5,,5 banding 2,Not in HZ
HD 156668 j,Aschwaden Prediction,13.938,5.791623302,HD 156668,8.42,4850,24.5,,3 banding 1,Not in HZ
HD 158259 g,Aschwaden Prediction,4.356,2.667218414,HD 158259,6.46,5319.019429,27.08,,2 banding 1,Not in HZ
HD 158259 h,Aschwaden Prediction,3.267,2.20174029,HD 158259,6.46,5319.019429,27.08,,3 banding 2,Not in HZ
HD 158259 i,Aschwaden Prediction,3.63,2.361952086,HD 158259,6.46,5319.019429,27.08,,5 banding 3,Not in HZ
HD 158259 j,Aschwaden Prediction,2.7225,1.949748488,HD 158259,6.46,5319.019429,27.08,,5 banding 4,Not in HZ
HD 158259 k,Aschwaden Prediction,2.904,2.035468604,HD 158259,6.46,5319.019429,27.08,,4 banding 3,Not in HZ
HD 158259 l,Aschwaden Prediction,5.445,3.095032801,HD 158259,6.46,5319.019429,27.08,,5 banding 2,Not in HZ
HD 158259 m,Aschwaden Prediction,6.534,3.495044852,HD 158259,6.46,5319.019429,27.08,,3 banding 1,Not in HZ
HD 158259 n,Aschwaden Prediction,6.864,3.611754173,HD 158259,6.46,5319.019429,27.08,,2 banding 1,Not in HZ
HD 158259 o,Aschwaden Prediction,5.148,2.98143738,HD 158259,6.46,5319.019429,27.08,,3 banding 2,Not in HZ
HD 158259 p,Aschwaden Prediction,5.72,3.198384601,HD 158259,6.46,5319.019429,27.08,,5 banding 3,Not in HZ
HD 158259 q,Aschwaden Prediction,4.29,2.640208317,HD 158259,6.46,5319.019429,27.08,,5 banding 4,Not in HZ
HD 158259 r,Aschwaden Prediction,4.576,2.756284295,HD 158259,6.46,5319.019429,27.08,,4 banding 3,Not in HZ
HD 158259 s,Aschwaden Prediction,8.58,4.19106946,HD 158259,6.46,5319.019429,27.08,,5 banding 2,Not in HZ
HD 158259 t,Aschwaden Prediction,10.296,4.732736833,HD 158259,6.46,5319.019429,27.08,,3 banding 1,Not in HZ
HD 158259 u,Aschwaden Prediction,10.3961628,4.763381671,HD 158259,6.46,5319.019429,27.08,,2 banding 1,Not in HZ
HD 158259 v,Aschwaden Prediction,7.7971221,3.932084934,HD 158259,6.46,5319.019429,27.08,,3 banding 2,Not in HZ
HD 158259 w,Aschwaden Prediction,8.663469,4.218206959,HD 158259,6.46,5319.019429,27.08,,5 banding 3,Not in HZ
HD 158259 x,Aschwaden Prediction,6.49760175,3.482053125,HD 158259,6.46,5319.019429,27.08,,5 banding 4,Not in HZ
HD 158259 y,Aschwaden Prediction,6.9307752,3.635140561,HD 158259,6.46,5319.019429,27.08,,4 banding 3,Not in HZ
