planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity
Kepler-46 b,Confirmed,33.60134,0.1968,Kepler-46,15.3,5309,794.54,0.409478904
Kepler-46 c,Confirmed,57.011,0.2799,Kepler-46,15.3,5309,794.54,0.409478904
Kepler-46 d,Confirmed,6.766589,0.067,Kepler-46,15.3,5309,794.54,0.409478904
Kepler-47 (AB)b,Confirmed,49.514,0.2956,Kepler-47 A,10.81796395,5636,479.7811606,9.266181505
Kepler-47 (AB)c,Confirmed,303.148,0.989,Kepler-47 A,10.81796395,5636,479.7811606,9.266181505
Kepler-47 (AB)d,Confirmed,187.35,0.6992,Kepler-47 A,10.81796395,5636,479.7811606,9.266181505
Kepler-487 b,Confirmed,15.3587684,23.20727704,Kepler-487,10.81796395,5444,835,28.06644279
Kepler-487 c,Confirmed,38.6519976,23.20727704,Kepler-487,10.81796395,5444,835,28.06644279
Kepler-487 d,Confirmed,2.418390036,0.0337,Kepler-487,10.81796395,5444,835,28.06644279
Kepler-48 b,Confirmed,4.778,23.20727704,Kepler-48,13.04,5194,309.47,0.498008906
Kepler-48 c,Confirmed,9.67395,23.20727704,Kepler-48,13.04,5194,309.47,0.498008906
Kepler-48 d,Confirmed,42.8961,23.20727704,Kepler-48,13.04,5194,309.47,0.498008906
Kepler-48 e,Confirmed,982,23.20727704,Kepler-48,13.04,5194,309.47,0.498008906
Kepler-48 f,Confirmed,5220,5.72,Kepler-48,13.04,5194,309.47,0.498008906
Kepler-495 b,Confirmed,3.41303622,23.20727704,Kepler-495,10.81796395,5410,658.924,17.47773193
Kepler-495 c,Confirmed,5.896609783,0.0584,Kepler-495,10.81796395,5410,658.924,17.47773193
Kepler-49 b,Confirmed,7.2037945,23.20727704,Kepler-49,15.5,4252,314.02,0.053200366
Kepler-49 c,Confirmed,10.9129343,23.20727704,Kepler-49,15.5,4252,314.02,0.053200366
Kepler-49 d,Confirmed,2.576549,0.031,Kepler-49,15.5,4252,314.02,0.053200366
Kepler-49 e,Confirmed,18.596108,0.116,Kepler-49,15.5,4252,314.02,0.053200366
Kepler-501 b,Confirmed,5.64067757,23.20727704,Kepler-501,10.81796395,5904,1044,43.87482719
Kepler-501 c,Confirmed,3.622760057,0.0467,Kepler-501,10.81796395,5904,1044,43.87482719
Kepler-50 b,Confirmed,7.81254,0.077,Kepler-50,11,6225,251.91,2.160184352
Kepler-50 c,Confirmed,9.37647,0.087,Kepler-50,11,6225,251.91,2.160184352
Kepler-511 b,Confirmed,296.637865,23.20727704,Kepler-511,10.81796395,5770,448,8.079238888
Kepler-511 c,Confirmed,26.62949944,0.1813,Kepler-511,10.81796395,5770,448,8.079238888
Kepler-51 b,Confirmed,45.154,0.2514,Kepler-51,15,5670,783.831,0.525345324
Kepler-51 c,Confirmed,85.312,0.384,Kepler-51,15,5670,783.831,0.525345324
Kepler-51 d,Confirmed,130.194,0.509,Kepler-51,15,5670,783.831,0.525345324
Kepler-51 e,Confirmed,264.3,23.20727704,Kepler-51,15,5670,783.831,0.525345324
Kepler-520 Ab,Confirmed,19.67416124,23.20727704,Kepler-520 A,10.81796395,6028,623.901,15.66916252
Kepler-520 Ac,Confirmed,5.21104261,23.20727704,Kepler-520 A,10.81796395,6028,623.901,15.66916252
Kepler-524 b,Confirmed,7.97419807,23.20727704,Kepler-524,10.81796395,6014,730,21.45162231
Kepler-524 c,Confirmed,1.88897906,23.20727704,Kepler-524,10.81796395,6014,730,21.45162231
Kepler-529 b,Confirmed,1.98035766,23.20727704,Kepler-529,10.81796395,6087,787,24.93238854
Kepler-529 c,Confirmed,12.8345022,23.20727704,Kepler-529,10.81796395,6087,787,24.93238854
Kepler-529 d,Confirmed,35.86619949,0.2134,Kepler-529,10.81796395,6087,787,24.93238854
Kepler-52 b,Confirmed,7.8773565,23.20727704,Kepler-52,15.5,4263,324.54,0.05682461
Kepler-52 c,Confirmed,16.3850021,23.20727704,Kepler-52,15.5,4263,324.54,0.05682461
Kepler-52 d,Confirmed,36.445171,0.182,Kepler-52,15.5,4263,324.54,0.05682461
Kepler-534 b,Confirmed,15.95994513,23.20727704,Kepler-534,10.81796395,5884,473,9.006098718
Kepler-534 c,Confirmed,7.378689766,0.0761,Kepler-534,10.81796395,5884,473,9.006098718
Kepler-538 Ab,Confirmed,81.73778,0.4669,Kepler-538 A,11.34,5534,155.956,0.605346695
Kepler-538 Ac,Confirmed,118,0.45,Kepler-538 A,11.34,5534,155.956,0.605346695
Kepler-539 b,Confirmed,125.63243,0.4988,Kepler-539,12.5,5820,310.01,0.821772126
Kepler-539 c,Confirmed,1000,2.42,Kepler-539,12.5,5820,310.01,0.821772126
Kepler-53 b,Confirmed,18.6489525,23.20727704,Kepler-53,16,5858,1420.1,0.686495753
Kepler-53 c,Confirmed,38.5583038,23.20727704,Kepler-53,16,5858,1420.1,0.686495753
Kepler-53 d,Confirmed,9.751962,0.091,Kepler-53,16,5858,1420.1,0.686495753
Kepler-549 Bb,Confirmed,42.949522,0.2283,Kepler-549 B,14.8,5259,635.145,0.414711203
Kepler-549 Bc,Confirmed,117.033521,0.4453,Kepler-549 B,14.8,5259,635.145,0.414711203
Kepler-549 Bd,Confirmed,24.6147995,0.1575,Kepler-549 B,14.8,5259,635.145,0.414711203
Kepler-54 b,Confirmed,8.0109434,23.20727704,Kepler-54,16.3,4252,273.8,0.019358285
Kepler-54 c,Confirmed,12.0717249,23.20727704,Kepler-54,16.3,4252,273.8,0.019358285
Kepler-54 d,Confirmed,20.995694,0.126,Kepler-54,16.3,4252,273.8,0.019358285
Kepler-553 b,Confirmed,4.03046804,23.20727704,Kepler-553,10.81796395,5266,725,21.15877083
Kepler-553 c,Confirmed,328.2399546,23.20727704,Kepler-553,10.81796395,5266,725,21.15877083
Kepler-55 Ab,Confirmed,27.9541337,0.1593,Kepler-55 A,16.3,4398,578.796,0.086506958
Kepler-55 Ac,Confirmed,42.1406089,0.2095,Kepler-55 A,16.3,4398,578.796,0.086506958
Kepler-55 Ad,Confirmed,2.211116989,0.0294,Kepler-55 A,16.3,4398,578.796,0.086506958
Kepler-55 Ae,Confirmed,4.617490562,0.048,Kepler-55 A,16.3,4398,578.796,0.086506958
Kepler-55 Af,Confirmed,10.19849255,0.0814,Kepler-55 A,16.3,4398,578.796,0.086506958
Kepler-561 b,Confirmed,58.3620495,23.20727704,Kepler-561,10.81796395,5646,667,17.90878363
Kepler-561 c,Confirmed,5.35016198,23.20727704,Kepler-561,10.81796395,5646,667,17.90878363
Kepler-56 b,Confirmed,10.5016,0.1028,Kepler-56,13,4840,936.96,4.736331609
Kepler-56 c,Confirmed,21.40239,0.1652,Kepler-56,13,4840,936.96,4.736331609
Kepler-56 d,Confirmed,1002,2.16,Kepler-56,13,4840,936.96,4.736331609
Kepler-57 b,Confirmed,5.7293196,23.20727704,Kepler-57,15.5,5145,656.23,0.232333675
Kepler-57 c,Confirmed,11.6092567,23.20727704,Kepler-57,15.5,5145,656.23,0.232333675
Kepler-589 Ab,Confirmed,16.54967098,0.1196,Kepler-589 A,14.775,5262,612.803,0.39504063
Kepler-589 Ac,Confirmed,3.52466011,0.0426,Kepler-589 A,14.775,5262,612.803,0.39504063
Kepler-58 b,Confirmed,10.2184954,23.20727704,Kepler-58,15.3,6099,996.32,0.643869268
Kepler-58 c,Confirmed,15.5741568,23.20727704,Kepler-58,15.3,6099,996.32,0.643869268
Kepler-58 d,Confirmed,40.101371,0.236,Kepler-58,15.3,6099,996.32,0.643869268
Kepler-595 b,Confirmed,25.3029092,23.20727704,Kepler-595,10.81796395,5247,639,16.43675712
Kepler-595 c,Confirmed,12.38602,23.20727704,Kepler-595,10.81796395,5247,639,16.43675712
Kepler-598 b,Confirmed,3.70175428,23.20727704,Kepler-598,10.81796395,5307,686,18.94360602
Kepler-598 c,Confirmed,86.4945,23.20727704,Kepler-598,10.81796395,5307,686,18.94360602
Kepler-59 b,Confirmed,11.8681707,0.112,Kepler-59,14.8,6074,1203.57,1.489164615
Kepler-59 c,Confirmed,17.9801235,0.148,Kepler-59,14.8,6074,1203.57,1.489164615
Kepler-603 b,Confirmed,21.05358596,23.20727704,Kepler-603,10.81796395,5808,967,37.64153884
Kepler-603 c,Confirmed,127.9075774,23.20727704,Kepler-603,10.81796395,5808,967,37.64153884
Kepler-603 d,Confirmed,6.2171292,23.20727704,Kepler-603,10.81796395,5808,967,37.64153884
Kepler-605 Ab,Confirmed,3.383540239,0.042,Kepler-605 A,10.81796395,5462,570,13.0786866
Kepler-605 Ac,Confirmed,2.358952404,0.033,Kepler-605 A,10.81796395,5462,570,13.0786866
Kepler-607 b,Confirmed,0.6381632,23.20727704,Kepler-607,10.81796395,5196,500,10.06362465
Kepler-607 c,Confirmed,39.67679977,0.2122,Kepler-607,10.81796395,5196,500,10.06362465
Kepler-60 b,Confirmed,7.1334,0.07497,Kepler-60,14.5,5905,1056.17,1.511707107
Kepler-60 c,Confirmed,8.9187,0.08701,Kepler-60,14.5,5905,1056.17,1.511707107
Kepler-60 d,Confirmed,11.8981,0.10548,Kepler-60,14.5,5905,1056.17,1.511707107
Kepler-610 b,Confirmed,6.99692655,23.20727704,Kepler-610,10.81796395,5943,1113,49.86602498
Kepler-610 c,Confirmed,151.86392,23.20727704,Kepler-610,10.81796395,5943,1113,49.86602498
Kepler-616 b,Confirmed,9.99761851,23.20727704,Kepler-616,15.02,5556.24,945.775,0.750888858
Kepler-616 c,Confirmed,90.4113556,23.20727704,Kepler-616,15.02,5556.24,945.775,0.750888858
Kepler-616 d,Confirmed,51.06740189,0.2749,Kepler-616,15.02,5556.24,945.775,0.750888858
Kepler-619 b,Confirmed,5.4042722,23.20727704,Kepler-619,10.81796395,5980,1111,49.68697297
Kepler-619 c,Confirmed,1.20846503,23.20727704,Kepler-619,10.81796395,5980,1111,49.68697297
Kepler-625 b,Confirmed,7.75192492,23.20727704,Kepler-625,10.81796395,5789,502,10.14429467
Kepler-625 c,Confirmed,4.1653651,23.20727704,Kepler-625,10.81796395,5789,502,10.14429467
Kepler-62 b,Confirmed,5.714932,0.0553,Kepler-62,14,4925,368,0.290867794
Kepler-62 c,Confirmed,12.4417,0.0929,Kepler-62,14,4925,368,0.290867794
Kepler-62 d,Confirmed,18.16406,0.12,Kepler-62,14,4925,368,0.290867794
Kepler-62 e,Confirmed,122.3874,0.427,Kepler-62,14,4925,368,0.290867794
Kepler-62 f,Confirmed,267.291,0.718,Kepler-62,14,4925,368,0.290867794
Kepler-633 b,Confirmed,8.50340718,23.20727704,Kepler-633,10.81796395,5899,680.54,18.6432548
Kepler-633 c,Confirmed,23.78319931,0.1636,Kepler-633,10.81796395,5899,680.54,18.6432548
Kepler-647 b,Confirmed,16.2254649,23.20727704,Kepler-647,10.81796395,6020,789,25.05927072
Kepler-647 c,Confirmed,29.6663,23.20727704,Kepler-647,10.81796395,6020,789,25.05927072
Kepler-653 b,Confirmed,14.70748976,23.20727704,Kepler-653,10.81796395,5665,593,14.15545418
Kepler-653 c,Confirmed,0.90037648,23.20727704,Kepler-653,10.81796395,5665,593,14.15545418
Kepler-65 b,Confirmed,2.15491,0.035,Kepler-65,11.018,6211,306.39,3.143034682
Kepler-65 c,Confirmed,5.859944,0.068,Kepler-65,11.018,6211,306.39,3.143034682
Kepler-65 d,Confirmed,8.13123,0.084,Kepler-65,11.018,6211,306.39,3.143034682
Kepler-65 e,Confirmed,258.8,23.20727704,Kepler-65,11.018,6211,306.39,3.143034682
Kepler-68 Ab,Confirmed,5.3988,0.0617,Kepler-68 A,10.81796395,5793,144.166,0.836642879
Kepler-68 Ac,Confirmed,9.6051,0.09059,Kepler-68 A,10.81796395,5793,144.166,0.836642879
Kepler-68 Ad,Confirmed,634.6,1.4,Kepler-68 A,10.81796395,5793,144.166,0.836642879
Kepler-68 Ae,Confirmed,4464.4241,5.379,Kepler-68 A,10.81796395,5793,144.166,0.836642879
Kepler-69 b,Confirmed,13.722341,0.094,Kepler-69,13.7,5638,746.33,1.57710932
Kepler-69 c,Confirmed,242.4613,0.64,Kepler-69,13.7,5638,746.33,1.57710932
Kepler-70 b,Confirmed,0.240104,0.006,Kepler-70,14.87,27730,1180,1.342035532
Kepler-70 c,Confirmed,0.342887,0.0076,Kepler-70,14.87,27730,1180,1.342035532
Kepler-712 b,Confirmed,21.02247699,23.20727704,Kepler-712,10.81796395,5148,944,35.87223287
Kepler-712 c,Confirmed,226.89047,23.20727704,Kepler-712,10.81796395,5148,944,35.87223287
Kepler-716 b,Confirmed,10.37168453,23.20727704,Kepler-716,10.81796395,5099,675,18.34095593
Kepler-716 c,Confirmed,3.96999,23.20727704,Kepler-716,10.81796395,5099,675,18.34095593
Kepler-722 b,Confirmed,4.09357325,23.20727704,Kepler-722,10.81796395,5863,1375,76.10616142
Kepler-722 c,Confirmed,105.144749,23.20727704,Kepler-722,10.81796395,5863,1375,76.10616142
Kepler-730 b,Confirmed,6.49168281,0.0694,Kepler-730,10.81796395,5620,2020.2,164.2869833
Kepler-730 c,Confirmed,2.85188338,0.03997,Kepler-730,10.81796395,5620,2020.2,164.2869833
Kepler-732 b,Confirmed,9.46781405,23.20727704,Kepler-732,10.81796395,3631,150,0.905726219
Kepler-732 c,Confirmed,0.89304124,23.20727704,Kepler-732,10.81796395,3631,150,0.905726219
Kepler-750 b,Confirmed,9.42887179,23.20727704,Kepler-750,10.81796395,6160,1181,56.14540473
Kepler-750 c,Confirmed,4.08899022,23.20727704,Kepler-750,10.81796395,6160,1181,56.14540473
Kepler-755 Ab,Confirmed,1.269091415,0.0214,Kepler-755 A,14.28,5146.47,399.034,0.264252925
Kepler-755 Ac,Confirmed,2.853133997,0.0367,Kepler-755 A,14.28,5146.47,399.034,0.264252925
Kepler-758 b,Confirmed,12.1097104,23.20727704,Kepler-758,10.81796395,6228,1353,73.69024743
Kepler-758 c,Confirmed,4.75793986,23.20727704,Kepler-758,10.81796395,6228,1353,73.69024743
Kepler-758 d,Confirmed,20.4966197,23.20727704,Kepler-758,10.81796395,6228,1353,73.69024743
Kepler-758 e,Confirmed,8.1934719,23.20727704,Kepler-758,10.81796395,6228,1353,73.69024743
Kepler-760 b,Confirmed,8.70419416,23.20727704,Kepler-760,10.81796395,5322,782,24.616592
Kepler-760 c,Confirmed,2.46697439,23.20727704,Kepler-760,10.81796395,5322,782,24.616592
Kepler-769 b,Confirmed,7.42608998,23.20727704,Kepler-769,10.81796395,6186,1362,74.67386611
Kepler-769 c,Confirmed,15.9870174,23.20727704,Kepler-769,10.81796395,6186,1362,74.67386611
Kepler-770 b,Confirmed,18.92540274,23.20727704,Kepler-770,10.81796395,5598,761,23.31222549
Kepler-770 c,Confirmed,1.47532231,23.20727704,Kepler-770,10.81796395,5598,761,23.31222549
Kepler-770 d,Confirmed,4.15244722,23.20727704,Kepler-770,10.81796395,5598,761,23.31222549
Kepler-783 b,Confirmed,4.29264638,23.20727704,Kepler-783,10.81796395,5521,544,11.9127553
Kepler-783 c,Confirmed,7.05395,23.20727704,Kepler-783,10.81796395,5521,544,11.9127553
Kepler-799 b,Confirmed,133.4605235,23.20727704,Kepler-799,10.81796395,5681,1029,42.62311355
Kepler-799 c,Confirmed,15.19419956,0.1214,Kepler-799,10.81796395,5681,1029,42.62311355
Kepler-79 b,Confirmed,13.4845,0.117,Kepler-79,14.11,6174,1051.43,2.145659129
Kepler-79 c,Confirmed,27.4029,0.187,Kepler-79,14.11,6174,1051.43,2.145659129
Kepler-79 d,Confirmed,52.0902,0.287,Kepler-79,14.11,6174,1051.43,2.145659129
Kepler-79 e,Confirmed,81.0659,0.386,Kepler-79,14.11,6174,1051.43,2.145659129
Kepler-804 b,Confirmed,14.37457351,23.20727704,Kepler-804,10.81796395,5817,648,16.90302498
Kepler-804 c,Confirmed,9.65185017,23.20727704,Kepler-804,10.81796395,5817,648,16.90302498
Kepler-80 b,Confirmed,7.05246,0.0648,Kepler-80,15,4540,357,0.108977397
Kepler-80 c,Confirmed,9.52355,0.0792,Kepler-80,15,4540,357,0.108977397
Kepler-80 d,Confirmed,3.07222,0.0372,Kepler-80,15,4540,357,0.108977397
Kepler-80 e,Confirmed,4.64489,0.0491,Kepler-80,15,4540,357,0.108977397
Kepler-80 f,Confirmed,0.9867873,0.0175,Kepler-80,15,4540,357,0.108977397
Kepler-80 g,Confirmed,14.64558,0.14,Kepler-80,15,4540,357,0.108977397
Kepler-81 b,Confirmed,5.955,0.056,Kepler-81,15.563,4500,351.79,0.063003834
Kepler-81 c,Confirmed,12.04,0.089,Kepler-81,15.563,4500,351.79,0.063003834
Kepler-81 d,Confirmed,20.837846,0.128,Kepler-81,15.563,4500,351.79,0.063003834
Kepler-825 b,Confirmed,3.77360059,23.20727704,Kepler-825,10.81796395,5976,820,27.06712486
Kepler-825 c,Confirmed,8.1818246,23.20727704,Kepler-825,10.81796395,5976,820,27.06712486
Kepler-82 b,Confirmed,26.44,0.1683,Kepler-82,10.81796395,5428,927.97,34.66428879
Kepler-82 c,Confirmed,51.54,0.2626,Kepler-82,10.81796395,5428,927.97,34.66428879
Kepler-82 d,Confirmed,2.382961,0.034,Kepler-82,10.81796395,5428,927.97,34.66428879
Kepler-82 e,Confirmed,5.902206,0.063,Kepler-82,10.81796395,5428,927.97,34.66428879
Kepler-82 f,Confirmed,75.732,0.3395,Kepler-82,10.81796395,5428,927.97,34.66428879
Kepler-83 Ab,Confirmed,9.7704486,0.0714,Kepler-83 A,16.511,4082,400.409,0.034088482
Kepler-83 Ac,Confirmed,20.09017037,0.1154,Kepler-83 A,16.511,4082,400.409,0.034088482
Kepler-83 Ad,Confirmed,5.169804269,0.0467,Kepler-83 A,16.511,4082,400.409,0.034088482
Kepler-84 Ab,Confirmed,8.72585478,0.0827,Kepler-84 A,15.032,6036,1053.44,0.921339328
Kepler-84 Ac,Confirmed,12.88291395,0.1072,Kepler-84 A,15.032,6036,1053.44,0.921339328
Kepler-84 Ad,Confirmed,4.22453631,0.051,Kepler-84 A,15.032,6036,1053.44,0.921339328
Kepler-84 Ae,Confirmed,27.4345973,0.1774,Kepler-84 A,15.032,6036,1053.44,0.921339328
Kepler-84 Af,Confirmed,44.5520266,0.2451,Kepler-84 A,15.032,6036,1053.44,0.921339328
Kepler-85 b,Confirmed,8.306,0.07891,Kepler-85,15,5436,782.09,0.523014183
Kepler-85 c,Confirmed,12.513,0.10369,Kepler-85,15,5436,782.09,0.523014183
Kepler-85 d,Confirmed,17.91323,0.13,Kepler-85,15,5436,782.09,0.523014183
Kepler-85 e,Confirmed,25.216751,0.163,Kepler-85,15,5436,782.09,0.523014183
Kepler-87 b,Confirmed,114.73635,0.481,Kepler-87,15,5600,1277.88,1.396304527
Kepler-87 c,Confirmed,191.2318,0.676,Kepler-87,15,5600,1277.88,1.396304527
Kepler-887 b,Confirmed,20.42228798,23.20727704,Kepler-887,10.81796395,6194,831,27.79818681
Kepler-887 c,Confirmed,7.63846023,23.20727704,Kepler-887,10.81796395,6194,831,27.79818681
Kepler-88 b,Confirmed,10.91647,23.20727704,Kepler-88,13.5,5466,339,0.391200496
Kepler-88 c,Confirmed,22.26492,0.1529,Kepler-88,13.5,5466,339,0.391200496
Kepler-88 d,Confirmed,1403,2.464,Kepler-88,13.5,5466,339,0.391200496
Kepler-89 Ab,Confirmed,3.743208,0.05119,Kepler-89 A,12.4,6184,477.052,2.13369059
Kepler-89 Ac,Confirmed,10.423648,0.1013,Kepler-89 A,12.4,6184,477.052,2.13369059
Kepler-89 Ad,Confirmed,22.342989,0.1684,Kepler-89 A,12.4,6184,477.052,2.13369059
Kepler-89 Ae,Confirmed,54.32031,0.3046,Kepler-89 A,12.4,6184,477.052,2.13369059
Kepler-903 b,Confirmed,10.3507721,23.20727704,Kepler-903,10.81796395,5682,829,27.66454187
Kepler-903 c,Confirmed,62.9228557,23.20727704,Kepler-903,10.81796395,5682,829,27.66454187
Kepler-90 b,Confirmed,7.008151,0.074,Kepler-90,14,6080,780,1.30674006
Kepler-90 c,Confirmed,8.719375,0.089,Kepler-90,14,6080,780,1.30674006
Kepler-90 d,Confirmed,59.73667,0.32,Kepler-90,14,6080,780,1.30674006
Kepler-90 e,Confirmed,91.93913,0.42,Kepler-90,14,6080,780,1.30674006
Kepler-90 f,Confirmed,124.9144,0.48,Kepler-90,14,6080,780,1.30674006
Kepler-90 g,Confirmed,210.60697,0.71,Kepler-90,14,6080,780,1.30674006
Kepler-90 h,Confirmed,331.60059,1.01,Kepler-90,14,6080,780,1.30674006
Kepler-90 i,Confirmed,14.44912,0.2,Kepler-90,14,6080,780,1.30674006
Kepler-913 b,Confirmed,10.29672521,23.20727704,Kepler-913,15.52,5440,991.618,0.520821379
Kepler-913 c,Confirmed,5.939119816,0.0699,Kepler-913,15.52,5440,991.618,0.520821379
Kepler-920 b,Confirmed,6.53192704,23.20727704,Kepler-920,10.81796395,5403,926,34.51726644
Kepler-920 c,Confirmed,100.8274113,23.20727704,Kepler-920,10.81796395,5403,926,34.51726644
Kepler-92 b,Confirmed,13.749,23.20727704,Kepler-92,11.6,5883,484.62,4.60047491
Kepler-92 c,Confirmed,26.723,23.20727704,Kepler-92,11.6,5883,484.62,4.60047491
Kepler-92 d,Confirmed,49.3568,23.20727704,Kepler-92,11.6,5883,484.62,4.60047491
Kepler-937 b,Confirmed,67.668827,23.20727704,Kepler-937,10.81796395,6095,1482,88.41192139
Kepler-937 c,Confirmed,153.343364,23.20727704,Kepler-937,10.81796395,6095,1482,88.41192139
Kepler-93 b,Confirmed,4.72674,0.053,Kepler-93,10.81796395,5669,96.18,0.372377959
Kepler-93 c,Confirmed,3650,4.5,Kepler-93,10.81796395,5669,96.18,0.372377959
Kepler-94 b,Confirmed,2.50806,23.20727704,Kepler-94,12.895,4781,192.97,0.221299072
Kepler-94 c,Confirmed,820.3,23.20727704,Kepler-94,12.895,4781,192.97,0.221299072
Kepler-953 b,Confirmed,88.40655258,0.19757,Kepler-953,10.81796395,5416,240,2.31865912
Kepler-953 c,Confirmed,9.10967112,23.20727704,Kepler-953,10.81796395,5416,240,2.31865912
Kepler-963 b,Confirmed,9.97683705,23.20727704,Kepler-963,10.81796395,5352,771.494,23.95959801
Kepler-963 c,Confirmed,0.919786,23.20727704,Kepler-963,10.81796395,5352,771.494,23.95959801
Kepler-967 Ab,Confirmed,13.22713379,23.20727704,Kepler-967 A,14.7,5178,501.87,0.283911165
Kepler-967 Ac,Confirmed,198.7112502,23.20727704,Kepler-967 A,14.7,5178,501.87,0.283911165
Kepler-968 b,Confirmed,3.69298373,23.20727704,Kepler-968,10.81796395,4598,312,3.918533912
Kepler-968 c,Confirmed,5.70940492,23.20727704,Kepler-968,10.81796395,4598,312,3.918533912
Kepler-968 d,Confirmed,7.68433346,0.0634,Kepler-968,10.81796395,4598,312,3.918533912
Kepler-969 b,Confirmed,34.1731714,23.20727704,Kepler-969,10.81796395,5214,411,6.799830158
Kepler-969 c,Confirmed,1.6829346,23.20727704,Kepler-969,10.81796395,5214,411,6.799830158
Kepler-975 Ab,Confirmed,1.970340203,0.0303,Kepler-975 A,14.63,4783.72,426.088,0.218272291
Kepler-975 Ac,Confirmed,5.05821338,0.0567,Kepler-975 A,14.63,4783.72,426.088,0.218272291
Kepler-97 b,Confirmed,2.58664,23.20727704,Kepler-97,10.81796395,5779,405.58,6.621669238
Kepler-97 c,Confirmed,789,23.20727704,Kepler-97,10.81796395,5779,405.58,6.621669238
Kepler-990 b,Confirmed,9.91723428,23.20727704,Kepler-990,10.81796395,5948,933,35.04109823
Kepler-990 c,Confirmed,0.53835431,23.20727704,Kepler-990,10.81796395,5948,933,35.04109823
Kepler-9 b,Confirmed,19.23891,0.143,Kepler-9,13.9,5774,614,0.88784416
Kepler-9 c,Confirmed,38.9853,0.227,Kepler-9,13.9,5774,614,0.88784416
Kepler-9 d,Confirmed,1.592851,0.0273,Kepler-9,13.9,5774,614,0.88784416
KMT-2017-BLG-2509 b,Confirmed,1585.448733,2.14,KMT-2017-BLG-2509,10.81796395,5319.019429,7040,1995.077358
KMT-2019-BLG-1953L b,Confirmed,1585.448733,0.8,KMT-2019-BLG-1953,10.81796395,5319.019429,7040,1995.077358
KMT-2019-BLG-1953L c,Confirmed,1585.448733,0.8,KMT-2019-BLG-1953,10.81796395,5319.019429,7040,1995.077358
KMT-2020-BLG-0414L b,Confirmed,1585.448733,2.07,KMT-2020-BLG-0414L,10.81796395,5319.019429,1330,71.20618258
KMT-2020-BLG-0414L c,Confirmed,1585.448733,22.3,KMT-2020-BLG-0414L,10.81796395,5319.019429,1330,71.20618258
KMT-2021-BLG-0240 b,Confirmed,1585.448733,2.6,KMT-2021-BLG-0240,10.81796395,5319.019429,7000,1972.470432
KMT-2021-BLG-0240 c,Confirmed,1585.448733,4,KMT-2021-BLG-0240,10.81796395,5319.019429,7000,1972.470432
KMT-2021-BLG-1077L b,Confirmed,1585.448733,1.26,KMT-2021-BLG-1077L,10.81796395,5319.019429,8240,2733.183844
KMT-2021-BLG-1077L c,Confirmed,1585.448733,0.93,KMT-2021-BLG-1077L,10.81796395,5319.019429,8240,2733.183844
KOI-4896 b,Confirmed,19.5960013,0.1421,2MASS J19233610+4844461,10.81796395,6120,479.7811606,9.266181505
KOI-4896 c,Confirmed,49.537365,0.2637,2MASS J19233610+4844461,10.81796395,6120,479.7811606,9.266181505
L 98-59 b,Confirmed,2.2531136,0.02191,L 98-59,11.7,3500,10.623,0.002016018
L 98-59 c,Confirmed,3.6906777,0.0304,L 98-59,11.7,3500,10.623,0.002016018
L 98-59 d,Confirmed,7.4507245,0.0486,L 98-59,11.7,3500,10.623,0.002016018
L 98-59 e,Confirmed,12.796,0.0717,L 98-59,11.7,3500,10.623,0.002016018
Lalande 21185 b,Confirmed,12.94,0.0788,Lalande 21185,10.81796395,3828,2.55,0.000261755
Lalande 21185 c,Confirmed,2946,2.94,Lalande 21185,10.81796395,3828,2.55,0.000261755
Lalande 21185 d,Confirmed,215,0.5142,Lalande 21185,10.81796395,3828,2.55,0.000261755
LHS 1140 b,Confirmed,24.736,0.0936,LHS 1140,14.15,3131,12.47,0.000290893
LHS 1140 c,Confirmed,3.777931,0.02675,LHS 1140,14.15,3131,12.47,0.000290893
LHS 1678 b,Confirmed,0.8602325,0.01239,LHS 1678,12,3490,19.89,0.005361293
LHS 1678 c,Confirmed,3.694284,0.0327,LHS 1678,12,3490,19.89,0.005361293
LHS 1678 d,Confirmed,4.9652229,0.04,LHS 1678,12,3490,19.89,0.005361293
LP 791-18 b,Confirmed,0.948005,0.00969,LP 791-18,16.9,2960,26.493,0.000104295
LP 791-18 c,Confirmed,4.989963,0.029392,LP 791-18,16.9,2960,26.493,0.000104295
LP 791-18 d,Confirmed,1585.448733,23.20727704,LP 791-18,16.9,2960,26.493,0.000104295
LP 890-9 b,Confirmed,2.7299025,0.01875,LP 890-9,18,2850,32.33,5.64E-05
LP 890-9 c,Confirmed,8.457463,0.03984,LP 890-9,18,2850,32.33,5.64E-05
LTT 1445 Ab,Confirmed,5.358766,0.03813,LTT 1445 A,10.53,3340,6.9,0.002498608
LTT 1445 Ac,Confirmed,3.1239035,0.0266,LTT 1445 A,10.53,3340,6.9,0.002498608
LTT 1445 Ad,Confirmed,24.29,0.09,LTT 1445 A,10.53,3340,6.9,0.002498608
Luyten's Star b,Confirmed,18.64,0.091,Luyten's Star,9.87,3382,3.8,0.001391769
Luyten's Star c,Confirmed,4.72322,0.036,Luyten's Star,9.87,3382,3.8,0.001391769
Luyten's Star d,Confirmed,413.9,0.712,Luyten's Star,9.87,3382,3.8,0.001391769
Luyten's Star e,Confirmed,542,0.849,Luyten's Star,9.87,3382,3.8,0.001391769
mu Ara b,Confirmed,643.25,1.5,mu Ara,5.15,5700,15.3,1.743343078
